Time,Altitude,Vertical Velocity,Horizontal Velocity,Total Velocity,Drag,Displacement,Engine Thrust,Vacuum Thrust,Air Temperature
3.639999998093117,93.74492853542324,3.750970345873469,0.017708542634494895,3.751012147155001,227.0290517244673,0.014244147030731813,8111056.5,10631500.0,313.3500061035156
3.799999998009298,94.23189676727634,4.548525702650668,0.01954948989587319,4.434077592916923,320.18337720847757,0.016433979203418197,8118659.0,10631500.0,313.3454284667969
3.9399999979359563,94.90406942600384,5.238478130483496,0.020906022269174446,5.238519355514587,460.9038384360345,0.019217071927408316,8127500.0,10631500.0,313.33990478515625
4.079999997862615,95.68927157169674,6.049232815014704,0.02123277993838159,6.049270142158919,632.8661937485765,0.022164426577723228,8137480.5,10631500.0,313.3334655761719
4.219999997789273,96.58829549339134,6.981833068680216,0.021323018367178474,6.8649611507777095,827.8636393840941,0.025113097061834913,8148496.5,10631500.0,313.32611083984375
4.359999997715931,97.60180729895364,7.685304904366523,0.022410730824455258,7.685337579699166,1039.9161654582072,0.027983679879841062,8158687.5,10631500.0,313.3177795410156
4.479999997653067,98.56216522573959,8.392452607392665,0.024619788481219332,8.392488719165298,1233.0551494183878,0.03041602957397563,8169500.0,10631500.0,313.30987548828125
4.599999997590203,99.6075833424693,9.103494174311411,0.027458096456751523,9.103535583979601,1437.1519610371295,0.032907018839360674,8180869.0,10631500.0,313.3013000488281
4.719999997527339,100.73853787744883,9.81859737842607,0.03048201528903387,9.818644694299278,1652.9179536118402,0.03555234427757167,8192728.0,10631500.0,313.2920227050781
4.839999997464474,101.9555235602893,10.537886771314152,0.03348105877264925,10.537939959324799,1881.812516924592,0.03843335503369625,8205010.0,10631500.0,313.2820129394531
4.95999999740161,103.25904742244165,11.261455144456846,0.03635508161676597,11.26151382641663,2124.9117433181254,0.04162239668456489,8217649.0,10631500.0,313.27130126953125
5.079999997338746,104.64962690148968,11.989373424824922,0.03910711274026256,11.989437204730043,2383.228543231366,0.04516489789428295,8230575.5,10631500.0,313.2598571777344
5.1999999972758815,106.12778641923796,12.7216939234841,0.041818511565774034,12.721762655808426,2657.7467791982526,0.049085376856472865,8245926.5,10631500.0,313.2476806640625
5.33999999720254,107.96370753936935,13.705031311817317,0.045466263893426034,13.581755099997443,2999.2968080743035,0.05416844971668034,8261462.5,10631500.0,313.2325744628906
5.479999997129198,109.92040587647352,14.571962491450465,0.04868302612488735,14.447823173318717,3364.625117201244,0.06066452555909311,8277070.5,10631500.0,313.2164611816406
5.6199999970558565,111.99873254366685,15.444971549392971,0.05191835159915042,15.319971167259306,3754.332067260222,0.0669447830700972,8292633.5,10631500.0,313.1993713378906
5.759999996982515,114.52398629614618,16.324031268700445,0.055204608446109756,16.324124613905138,4230.3113047245615,0.07377682331568124,8308034.5,10631500.0,313.1812438964844
5.899999996909173,116.86580238013994,17.209083025052937,0.058583360204143876,17.20918273984148,4673.858261550863,0.08116480008603036,8323154.5,10631500.0,313.1620788574219
6.0399999968358316,118.97195646644104,18.100040226509712,0.06202516239527691,18.100146500015956,5143.1192887104535,0.08910801803060914,8337870.5,10631500.0,313.1419372558594
6.17999999676249,121.92308628396131,18.99678053849911,0.06563374547023654,18.996893920229247,5638.295147630931,0.09761215571142323,8352061.5,10631500.0,313.1207275390625
6.319999996689148,124.64017444918863,19.899146161683166,0.06988268612872038,19.899267035010563,6159.674150911251,0.10669100485395577,8367475.0,10631500.0,313.09521484375
6.459999996615807,127.06990053376649,20.67693804605163,0.07248873192216626,20.67706511032243,6627.490231819096,0.11492320427619761,8376593.5,10631500.0,313.0751647949219
6.579999996552942,129.59316533920355,21.458584655847048,0.07560056906822188,21.458717829315848,7114.618377310454,0.12356085235379152,8386933.0,10631500.0,313.0543212890625
6.679999996500555,131.76766857504845,22.112787491163402,0.07826239951852382,22.11292598532657,7535.22969262013,0.13107050835246384,8394995.0,10631500.0,313.036376953125
6.799999996437691,134.46358728257474,22.901071181028748,0.08156874084757776,22.90121644581416,8053.65541532772,0.14046513969158123,8403932.0,10631500.0,313.01409912109375
6.919999996374827,137.25427815818693,23.692683053550255,0.08482436131520023,23.692834896826085,8584.068058976225,0.15027597513054322,8411986.0,10631500.0,312.99102783203125
7.039999996311963,140.14012814604212,24.620131390072103,0.08863594049385798,24.48755287325097,9127.10955558153,0.16049655540285881,8420160.0,10631500.0,312.9671936035156
7.179999996238621,143.62770154199097,25.41816188542911,0.092039046185241,25.418328521362373,9777.67029511899,0.1729470096455883,8426023.0,10631500.0,312.9383850097656
7.299999996175757,146.72092613647692,26.218778784188082,0.09544764846470259,26.218952518889623,10351.235168935324,0.18407178671062674,8430747.0,10631500.0,312.91278076171875
7.419999996112892,149.9103484887164,27.02170853775843,0.09902575158471892,27.02188998569574,10940.76209950686,0.1956311813611178,8434248.0,10631500.0,312.8863830566406
7.539999996050028,153.19623295590281,27.82666994578104,0.10265305803009893,27.826859289574106,11546.546341101923,0.20764054352707495,8436447.0,10631500.0,312.85919189453125
7.659999995987164,156.5788068965776,28.633255701794887,0.10632215965154926,28.633453100979672,12169.36524954918,0.22009792241239295,8435978.0,10631500.0,312.8311767578125
7.7799999959243,160.05822192295454,29.440737595847402,0.11005557417696381,29.44094330039291,12808.864325083014,0.23301995836255326,8433404.0,10631500.0,312.8023376464844
7.899999995861435,163.6345751003828,30.248987055643326,0.113674431888428,30.24920064677648,13464.829705413149,0.24639341450020588,8430681.0,10631500.0,312.772705078125
